"Nome Completo";"Nome para Urna Eletronica";"Numero do Candidato";"Situacao";"Sigla do Partido";"Numero do Partido";"Nome da Coligacao";"Composicao da Coligacao";"Cargo";"Sexo";"Data de Nascimento";"Estado Civil";"Ocupacao";"Grau de Instrucao";"Nacionalidade";"Municipio/UF de Nascimento";"Julgamento da Prest. de Contas";"Resultado da Eleicao";"Numero Protocolo";"Numero Processo";"CNPJ de Campanha"
"JOSE RODRIGUES DE OLIVEIRA";"ZE RAIZEIRO";40440;"APTO (Deferido)";"PSB";40;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1944-10-01";"Divorciado(a)";"Comerciante";"Ensino Médio completo";"Brasileira nata";"GOVERNADOR VALADARES / MG";;"Suplente";418672010;"4673-21.2010.6.13.0000";"12.229.864/0001-69"
"JOSÉ SÁVIO DA COSTA SILVA";"SAVIO COSTA";36262;"APTO (Deferido)";"PTC";36;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1961-12-11";"Solteiro(a)";"Motorista de Veículos de Transporte de Carga";"Ensino Fundamental completo";"Brasileira nata";"MANHUAÇU / MG";;"Suplente";415492010;"4357-08.2010.6.13.0000";"12.176.589/0001-62"
"JOSÉ SÉRGIO BAIÃO";"BAIÃO";11777;"APTO (Deferido)";"PP";11;"PSDB/DEM/PP";"PP / DEM / PSDB";"Deputado Estadual";"Masculino";"1957-03-14";"Casado(a)";"Empresário";"Ensino Fundamental completo";"Brasileira nata";"CATAGUASES / MG";;"Suplente";417302010;"4512-11.2010.6.13.0000";"12.174.628/0001-92"
"JOSÉ SOARES SOBRINHO";"JOSÉ SOBRINHO";23678;"APTO (Deferido)";"PPS";23;0;0;"Deputado Estadual";"Masculino";"1940-11-23";"Viúvo(a)";"Empresário";"Ensino Fundamental completo";"Brasileira nata";"SÃO JOSÉ DA VARGINHA / MG";;"Suplente";419802010;"4800-56.2010.6.13.0000";"12.199.148/0001-86"
"JOSÉ TARCÍSIO LIMA";"PROFESSOR TARCÍSIO";13113;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1957-08-16";"Casado(a)";"Professor de Ensino Superior";"Superior completo";"Brasileira nata";"CATAGUASES / MG";;"Suplente";420662010;"4858-59.2010.6.13.0000";"12.173.238/0001-06"
"JOSÉ ULISSES MINGOTE";"JOSÉ ULISSES MINGOTE";22555;"APTO (Deferido)";"PR";22;0;0;"Deputado Estadual";"Masculino";"1955-12-13";"Casado(a)";"Motorista de Veículos de Transporte de Carga";"Ensino Fundamental completo";"Brasileira nata";"CORDISBURGO / MG";;"Suplente";411842010;"4008-05.2010.6.13.0000";"12.173.742/0001-06"
"JOSÉ URIAS CARNEIRO";"ZÉ URIAS";40140;"APTO (Deferido)";"PSB";40;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1969-02-07";"Solteiro(a)";"Empresário";"Ensino Médio completo";"Brasileira nata";"NOVA AURORA / GO";;"Suplente";418682010;"4674-06.2010.6.13.0000";"12.176.797/0001-61"
"JOSÉ VALDENIR QUARESMA SILVA";"VALDEMIR";14007;"APTO (Deferido)";"PTB";14;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1963-02-13";"Casado(a)";"Operador de Aparelhos de Produção Industrial";"Ensino Fundamental completo";"Brasileira nata";"PAVÃO / MG";;"Suplente";418712010;"4677-58.2010.6.13.0000";"12.332.411/0001-63"
"JOSE VILSON AMARAL";"PROFESSOR AMARAL";13135;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1955-03-18";"Casado(a)";"Outros";"Superior completo";"Brasileira nata";"NEPOMUCENO / MG";;"Suplente";420602010;"4844-75.2010.6.13.0000";"12.174.367/0001-00"
"JOSUÉ FLORENTINO DA SILVA";"JOSUÉ SILVA";36890;"APTO (Deferido)";"PTC";36;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1967-12-30";"Solteiro(a)";"Professor de Ensino Médio";"Ensino Médio completo";"Brasileira nata";"IBIRITÉ / MG";;"Suplente";415452010;"4353-68.2010.6.13.0000";"12.179.390/0001-98"
"JOVELINO WILTON DE OLIVEIRA";"JOVELINO (DUDU)";20133;"APTO (Deferido)";"PSC";20;0;0;"Deputado Estadual";"Masculino";"1967-03-07";"Solteiro(a)";"Aposentado (Exceto Servidor Público)";"Ensino Médio completo";"Brasileira nata";"AGUAS FORMOSAS / MG";;"Suplente";412802010;"4094-73.2010.6.13.0000";"12.179.500/0001-11"
"JUARÊS TEIXEIRA";"JUARÊS TEIXEIRA";14257;"APTO (Deferido)";"PTB";14;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1970-04-25";"Casado(a)";"Almoxarife";"Superior incompleto";"Brasileira nata";"SAO DOMINGOS DO PRATA / MG";;"Suplente";418722010;"4678-43.2010.6.13.0000";"12.180.770/0001-42"
"JUAREZ RODRIGUES DE SOUZA";"JUAREZ RODRIGUES";11511;"APTO (Deferido)";"PP";11;"PSDB/DEM/PP";"PP / DEM / PSDB";"Deputado Estadual";"Masculino";"1961-07-26";"Casado(a)";"Mecânico de Manutenção";"Ensino Médio completo";"Brasileira nata";"ITAMBACURI / MG";;"Suplente";417332010;"4515-63.2010.6.13.0000";"12.176.709/0001-21"
"JUAREZ TÁVORA DE FREITAS JÚNIOR";"JUAREZ TÁVORA";43436;"APTO (Deferido)";"PV";43;0;0;"Deputado Estadual";"Masculino";"1970-03-11";"Casado(a)";"Empresário";"Superior completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";410642010;"3958-76.2010.6.13.0000";"12.179.046/0001-07"
"JUBERSON DOS SANTOS MELO";"JUBERSON/JUBÃO/PAJÚ";17890;"APTO (Deferido)";"PSL";17;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1973-12-08";"Casado(a)";"Outros";"Superior completo";"Brasileira nata";"CAETÉ / MG";;"Suplente";407062010;"3829-71.2010.6.13.0000";"12.181.684/0001-54"
"JUCELINO DIAS MOREIRA";"JUCELINO DIAS";13750;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1952-07-13";"Casado(a)";"Engenheiro";"Superior completo";"Brasileira nata";"LEANDRO FERREIRA / MG";;"Suplente";431352010;"5364-35.2010.6.13.0000";"12.190.258/0001-87"
"JUCIENE MARIA DO CARMO";"JUCIENE";13985;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Feminino";"1963-08-07";"Solteiro(a)";"Professor de Ensino Médio";"Superior completo";"Brasileira nata";"ALÉM PARAIBA / MG";;"Suplente";420692010;"4864-66.2010.6.13.0000";"12.177.188/0001-27"
"JUDITH COELHO DOS SANTOS";"JUDITH COELHO";15145;"APTO (Deferido)";"PMDB";15;0;0;"Deputado Estadual";"Feminino";"1945-05-05";"Viúvo(a)";"Empresário";"Superior incompleto";"Brasileira nata";"SANTANA DOS FERROS / DF";;"Suplente";446882010;"5489-03.2010.6.13.0000";"12.204.583/0001-51"
"JULIANO MARCELINO COSTA";"JULIANO COSTA";70452;"INAPTO (Indeferido)";"PT do B";70;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1979-04-20";"Solteiro(a)";"Outros";"Superior incompleto";"Brasileira nata";"BELO HORIZONTE / MG";;;416582010;"4464-52.2010.6.13.0000";"12.167.935/0001-46"
"JULIMAR LEMES";"JULIMAR DA INCLUSÃO DIGITAL";17258;"INAPTO (Indeferido)";"PSL";17;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1972-08-08";"Casado(a)";"Empresário";"Ensino Médio completo";"Brasileira nata";"TEÓFILO OTONI / MG";;;407072010;"3830-56.2010.6.13.0000";"12.169.109/0001-36"
"JULIO CÉSAR DE LIMA";"JULIO LIMA";17222;"APTO (Deferido)";"PSL";17;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1953-02-02";"Casado(a)";"Engenheiro";"Superior completo";"Brasileira nata";"POÇOS DE CALDAS / MG";;"Suplente";407092010;"3832-26.2010.6.13.0000";"12.175.002/0001-09"
"JULIO CESAR ELIAS CARDOSO";"JULIO ELIAS";17111;"APTO (Indeferido com recurso)";"PSL";17;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1959-03-31";"Divorciado(a)";"Advogado";"Superior completo";"Brasileira nata";"PATROCINIO / MG";;"Indeferido com Recurso";407082010;"3831-41.2010.6.13.0000";"12.176.411/0001-11"
"JÚLIO CÉSAR GOMES DOS SANTOS";"CABO JÚLIO";15190;"APTO (Deferido)";"PMDB";15;0;0;"Deputado Estadual";"Masculino";"1970-05-19";"Casado(a)";"Vereador";"Superior completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";424102010;"4993-71.2010.6.13.0000";"12.167.986/0001-78"
"JUNIA REGINA ALVES LOPES";"JUNIA ALVES";20029;"APTO (Deferido)";"PSC";20;0;0;"Deputado Estadual";"Feminino";"1972-10-05";"Solteiro(a)";"Estudante, Bolsista, Estagiário e Assemelhados";"Superior incompleto";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";412822010;"4096-43.2010.6.13.0000";"12.181.584/0001-28"
"JURACI SCHEFFER";"JURACI SCHEFFER";40040;"APTO (Deferido)";"PSB";40;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1965-10-01";"Casado(a)";"Servidor Público Estadual";"Superior completo";"Brasileira nata";"JUIZ DE FORA / MG";;"Suplente";418732010;"4679-28.2010.6.13.0000";"12.178.293/0001-80"
"JUREMA MARIA NOGUEIRA";"JUREMA NOGUEIRA";14651;"APTO (Deferido)";"PTB";14;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Feminino";"1958-02-19";"Casado(a)";"Professor de Ensino Superior";"Superior completo";"Brasileira nata";"JUIZ DE FORA / MG";;"Suplente";418742010;"4680-13.2010.6.13.0000";"12.174.609/0001-66"
"JUVENAL GOMES DE ARAÚJO";"JUVENAL DEHZZ";22210;"APTO (Deferido)";"PR";22;0;0;"Deputado Estadual";"Masculino";"1956-06-23";"Solteiro(a)";"Outros";"Superior incompleto";"Brasileira nata";"SERRA DOS AIMORES / MG";;"Suplente";411852010;"4009-87.2010.6.13.0000";"12.173.650/0001-18"
"JUVENAL OLIVEIRA DOS SANTOS";"JUVENAL";40000;"INAPTO (Indeferido)";"PSB";40;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1966-08-07";"Casado(a)";"Vereador";"Ensino Fundamental incompleto";"Brasileira nata";"SERRA DOS AIMORES / MG";;;418752010;"4681-95.2010.6.13.0000";"12.172.036/0001-31"
"KELISSON SILVA RAMOS";"KELINHO";44449;"INAPTO (Indeferido)";"PRP";44;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1982-11-12";"Solteiro(a)";"Outros";"Superior incompleto";"Brasileira nata";"IPATINGA / MG";;;416592010;"4465-37.2010.6.13.0000";"12.167.957/0001-06"
"KELLY GOULART CORRÊA";"KELLY CORREA";23578;"APTO (Deferido)";"PPS";23;0;0;"Deputado Estadual";"Feminino";"1976-01-02";"Solteiro(a)";"Auxiliar de Escritório e Assemelhados";"Superior completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";419832010;"4806-63.2010.6.13.0000";"12.168.598/0001-01"
"KILDER WILLIANKER ALMEIDA ANDRADE";"KILDER ANDRADE";10210;"INAPTO (Renúncia)";"PRB";10;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1981-06-02";"Solteiro(a)";"Artista Plástico e Assemelhados";"Ensino Médio completo";"Brasileira nata";"GOVERNADOR VALADARES / MG";;;420702010;"4866-36.2010.6.13.0000";"12.169.479/0001-73"
"LABENERT MENDES RIBEIRO";"LABENERT";13107;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1984-04-02";"Solteiro(a)";"Vereador";"Superior incompleto";"Brasileira nata";"SANTOS DUMONT / MG";;"Suplente";420712010;"4868-06.2010.6.13.0000";"12.170.492/0001-42"
"LAFAYETTE LUIZ DOORGAL DE ANDRADA";"LAFAYETTE ANDRADA";45045;"APTO (Deferido)";"PSDB";45;"PSDB/DEM/PP";"PP / DEM / PSDB";"Deputado Estadual";"Masculino";"1966-10-17";"Casado(a)";"Deputado";"Superior completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Eleito";417342010;"4516-48.2010.6.13.0000";"12.176.224/0001-38"
"LANDSTONE TIMOTEO FILHO";"LANDSTONE TIMOTEO FILHO";20777;"APTO (Deferido)";"PSC";20;0;0;"Deputado Estadual";"Masculino";"1984-10-10";"Solteiro(a)";"Artesão";"Ensino Fundamental completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";412832010;"4097-28.2010.6.13.0000";"12.170.383/0001-25"
"LAUDELINO AUGUSTO DOS SANTOS AZEVEDO";"LAUDELINO AUGUSTO";13258;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1954-09-13";"Solteiro(a)";"Outros";"Superior incompleto";"Brasileira nata";"CAXAMBU / MG";;"Suplente";420722010;"4870-73.2010.6.13.0000";"12.176.182/0001-35"
"LAURECI HELENA DOS REIS";"LAURECI";43007;"APTO (Deferido)";"PV";43;0;0;"Deputado Estadual";"Feminino";"1966-08-20";"Solteiro(a)";"Produtor de Espetáculos Públicos";"Superior incompleto";"Brasileira nata";"MARIANA / MG";;"Suplente";410652010;"3959-61.2010.6.13.0000";"12.178.798/0001-45"
"LAURO CESAR BOTELHO";"LAURO BOTELHO";33211;"APTO (Deferido)";"PMN";33;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1944-11-25";"Casado(a)";"Aposentado (Exceto Servidor Público)";"Superior completo";"Brasileira nata";"MURIAE / MG";;"Suplente";407102010;"3833-11.2010.6.13.0000";"12.172.174/0001-10"
"LAZARO ANTONIO SANTOS OLIVEIRA";"LAGOINHA LAZARO OLIVEIRA";33333;"APTO (Deferido)";"PMN";33;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1966-06-19";"Casado(a)";"Policial Civil";"Superior completo";"Brasileira nata";"CONTAGEM / MG";;"Suplente";407112010;"3834-93.2010.6.13.0000";"12.242.485/0001-09"
"LAZARO DO NASCIMENTO FILHO";"LAZARO NASCIMENTO";70110;"APTO (Deferido)";"PT do B";70;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1945-10-17";"Casado(a)";"Contador";"Superior completo";"Brasileira nata";"LAVRAS / MG";;"Suplente";443822010;"5507-24.2010.6.13.0000";"12.204.036/0001-76"
"LÉA LOPES";"LÉA LOPES";15006;"INAPTO (Indeferido)";"PMDB";15;0;0;"Deputado Estadual";"Feminino";"1952-12-21";"Solteiro(a)";"Outros";"Ensino Médio completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Registro negado antes da eleição";525022010;"5803-46.2010.6.13.0000";"12.262.825/0001-63"
"LEANDRO ANDRADE GENARO OLIVEIRA";"LEANDRO GENARO";20120;"APTO (Deferido)";"PSC";20;0;0;"Deputado Estadual";"Masculino";"1981-07-03";"Solteiro(a)";"Outros";"Ensino Médio completo";"Brasileira nata";"CONTAGEM / MG";;"Suplente";412842010;"4098-13.2010.6.13.0000";"12.167.998/0001-00"
"LEANDRO CHAGAS DEMETRIO";"LEANDRO XADEM";15369;"INAPTO (Renúncia)";"PMDB";15;0;0;"Deputado Estadual";"Masculino";"1977-02-17";"Casado(a)";"Empresário";"Superior incompleto";"Brasileira nata";"ITUIUTABA / MG";;;424112010;"4994-56.2010.6.13.0000";"12.167.273/0001-04"
"LÉCIO RODRIGUES DE SOUSA";"LÉCIO RODRIGUES";11111;"APTO (Deferido)";"PP";11;"PSDB/DEM/PP";"PP / DEM / PSDB";"Deputado Estadual";"Masculino";"1964-04-11";"Casado(a)";"Engenheiro";"Superior completo";"Brasileira nata";"ARCOS / MG";;"Suplente";417402010;"4522-55.2010.6.13.0000";"12.199.465/0001-00"
"LÉLIO PINHEIRO DE SOUZA";"LÉLIO PALANQUE";23671;"APTO (Deferido)";"PPS";23;0;0;"Deputado Estadual";"Masculino";"1952-06-23";"Solteiro(a)";"Outros";"Ensino Médio completo";"Brasileira nata";"VISCONDE DO RIO BRANCO / MG";;"Suplente";419882010;"4817-92.2010.6.13.0000";"12.174.341/0001-62"
"LEONARDO ALVES DA SILVA";"LEONARDO ALVES";14700;"APTO (Deferido)";"PTB";14;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1980-08-12";"Solteiro(a)";"Servidor Público Estadual";"Superior completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";418762010;"4682-80.2010.6.13.0000";"12.198.036/0001-00"
"LEONARDO ANDRÉ PEREIRA DE BARROS";"LEONARDO BARROS";23023;"APTO (Deferido)";"PPS";23;0;0;"Deputado Estadual";"Masculino";"1970-04-23";"Casado(a)";"Jornalista e Redator";"Ensino Médio completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";419842010;"4808-33.2010.6.13.0000";"12.180.833/0001-60"
"LEONARDO DINIZ MOTTA";"LÉO MOTTA";43430;"APTO (Deferido)";"PV";43;0;0;"Deputado Estadual";"Masculino";"1961-03-25";"Casado(a)";"Servidor Público Federal";"Superior completo";"Brasileira nata";"DIAMANTINA / MG";;"Suplente";410662010;"3960-46.2010.6.13.0000";"12.176.309/0001-16"
"LEONARDO FERNANDES MOREIRA";"LEONARDO MOREIRA";45888;"APTO (Deferido)";"PSDB";45;"PSDB/DEM/PP";"PP / DEM / PSDB";"Deputado Estadual";"Masculino";"1974-07-20";"Casado(a)";"Deputado";"Superior completo";"Brasileira nata";"JUIZ DE FORA / MG";;"Média";417352010;"4517-33.2010.6.13.0000";"12.179.948/0001-35"
"LEONARDO GUIMARAES BASTOS";"LEO BASTOS";40400;"APTO (Deferido)";"PSB";40;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1986-12-04";"Solteiro(a)";"Estudante, Bolsista, Estagiário e Assemelhados";"Superior incompleto";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";418772010;"4683-65.2010.6.13.0000";"12.170.620/0001-58"
"LEONARDO MARTINS MORAIS";"LEO MORAIS";70789;"APTO (Deferido)";"PT do B";70;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1976-05-26";"Divorciado(a)";"Empresário";"Ensino Médio completo";"Brasileira nata";"MONTES CLAROS / MG";;"Suplente";416602010;"4466-22.2010.6.13.0000";"12.181.477/0001-08"
"LEONARDO MONTE ALTO PACHECO";"LEONARDO MONTE ALTO";70450;"APTO (Deferido)";"PT do B";70;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1976-04-14";"Divorciado(a)";"Empresário";"Superior completo";"Brasileira nata";"GOVERNADOR VALADARES / MG";;"Suplente";416612010;"4467-07.2010.6.13.0000";"12.189.309/0001-50"
"LEONARDO SANTIAGO SILVA";"LEONARDO SANTIAGO";12274;"APTO (Deferido)";"PDT";12;0;0;"Deputado Estadual";"Masculino";"1974-04-22";"Solteiro(a)";"Representante Comercial";"Superior incompleto";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";429402010;"5268-20.2010.6.13.0000";"12.189.533/0001-42"
"LEONIDIO HENRIQUE CORREA BOUÇAS";"LEONIDIO BOUÇAS";15130;"APTO (Indeferido com recurso)";"PMDB";15;0;0;"Deputado Estadual";"Masculino";"1961-11-09";"Solteiro(a)";"Empresário";"Superior completo";"Brasileira nata";"POMPEU / MG";;"Indeferido com Recurso";424122010;"4995-41.2010.6.13.0000";"12.176.416/0001-44"
"LESSANDRO GRAZIANE RODRIGUES RIBEIRO";"LESSANDRO GRAZIANE";40810;"APTO (Deferido)";"PSB";40;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1982-07-28";"Solteiro(a)";"Vendedor de Comércio Varejista e Atacadista";"Ensino Médio completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";418782010;"4684-50.2010.6.13.0000";"12.170.150/0001-22"
"LEVY PIRES CHAGAS";"LEVY PIRES";33777;"APTO (Deferido)";"PMN";33;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1966-05-20";"Solteiro(a)";"Empresário";"Ensino Médio completo";"Brasileira nata";"JACIARA / MG";;"Suplente";407122010;"3835-78.2010.6.13.0000";"12.173.517/0001-61"
"LIZA FERNANDES PRADO";"LIZA PRADO";40123;"APTO (Deferido)";"PSB";40;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Feminino";"1963-09-17";"Divorciado(a)";"Vereador";"Superior completo";"Brasileira nata";"UBERLANDIA / MG";;"Eleito";418792010;"4685-35.2010.6.13.0000";"12.190.603/0001-82"
"LOURIVAL SOARES DOS SANTOS";"LOURIVAL DOS SANTOS ( LORI)";13333;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1957-07-31";"Casado(a)";"Vereador";"Ensino Médio incompleto";"Brasileira nata";"CONECIÇÃO DO PARÁ / MG";;"Suplente";431372010;"5367-87.2010.6.13.0000";"12.191.298/0001-43"
"LUANA CAXEADO SILVA";"CAXEADO";13667;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Feminino";"1987-02-15";"Solteiro(a)";"Professor de Ensino Fundamental";"Superior completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";420742010;"4874-13.2010.6.13.0000";"12.168.072/0001-21"
"LUCAS ANTÔNIO DE MORAIS";"LUCAS MORAIS";23224;"APTO (Deferido)";"PPS";23;0;0;"Deputado Estadual";"Masculino";"1967-02-13";"Solteiro(a)";"Motorista de Veículos de Transporte Coletivo de Passageiros";"Ensino Médio completo";"Brasileira nata";"DESTERRO DE ENTRE RIOS / MG";;"Suplente";419852010;"4810-03.2010.6.13.0000";"12.178.750/0001-37"
"LUCIANO LIMA SANTANA";"PROFESSOR LUCIANO";21123;"APTO (Deferido)";"PCB";21;0;0;"Deputado Estadual";"Masculino";"1977-04-04";"Casado(a)";"Professor de Ensino Médio";"Superior completo";"Brasileira nata";"MONTES CLAROS / MG";;"Não eleito";425402010;"5029-16.2010.6.13.0000";"12.189.586/0001-63"
"LUCIENE DE MELLO";"LUCIENE DE MELLO";20130;"APTO (Deferido)";"PSC";20;0;0;"Deputado Estadual";"Feminino";"1975-03-05";"Solteiro(a)";"Outros";"Ensino Médio completo";"Brasileira nata";"POCOS DE CALDAS / MG";;"Suplente";555372010;"6016-52.2010.6.13.0000";"12.293.378/0001-00"
"LUCINEIA PEREIRA ANDRADE";"LUCINEIA";44748;"APTO (Deferido)";"PRP";44;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Feminino";"1955-09-02";"Casado(a)";"Dona de Casa";"Ensino Médio completo";"Brasileira nata";"CUPARAQUE / MG";;"Suplente";416622010;"4469-74.2010.6.13.0000";"12.180.330/0001-95"
"LUCIVONE CARVALHO CERQUEIRA";"LUCIVONE CERQUEIRA";23344;"APTO (Deferido)";"PPS";23;0;0;"Deputado Estadual";"Feminino";"1968-04-22";"Solteiro(a)";"Outros";"Ensino Médio completo";"Brasileira nata";"NANUQUE / MG";;"Suplente";419862010;"4812-70.2010.6.13.0000";"12.179.845/0001-75"
"LUIS AUGUSTO NARCISO";"LUIS CATEQUISTA";65374;"APTO (Indeferido com recurso)";"PC do B";65;0;0;"Deputado Estadual";"Masculino";"1969-12-19";"Casado(a)";"Trabalhador de Construção Civil";"Ensino Fundamental incompleto";"Brasileira nata";"FARIA LEMOS / MG";;"Indeferido com Recurso";428562010;"5195-48.2010.6.13.0000";"12.191.163/0001-88"
"LUIS AUGUSTO PINTO CARNEIRO";"PASTORELLO";45236;"INAPTO (Indeferido)";"PSDB";45;"PSDB/DEM/PP";"PP / DEM / PSDB";"Deputado Estadual";"Masculino";"1954-07-20";"Casado(a)";"Administrador";"Superior completo";"Brasileira nata";"TRAIRI / CE";;;581742010;"6200-08.2010.6.13.0000";"12.325.738/0001-08"
"LUIZ ALBERTO MENEZES BARRETO";"LUIZ ALBERTO DO CORREIOS";70007;"APTO (Deferido)";"PT do B";70;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1963-09-13";"Casado(a)";"Agente Postal";"Superior completo";"Brasileira nata";"ARACAJU / SE";;"Suplente";416632010;"4470-59.2010.6.13.0000";"12.174.243/0001-25"
"LUÍZ CARLOS DE MIRANDA FARIA";"LUIZ CARLOS MIRANDA";12345;"APTO (Deferido)";"PDT";12;0;0;"Deputado Estadual";"Masculino";"1954-09-29";"Separado(a) judicialmente";"Advogado";"Ensino Médio completo";"Brasileira nata";"GOVERNADOR VALADARES / MG";;"Suplente";429412010;"5269-05.2010.6.13.0000";"12.189.992/0001-26"
"LUIZ CARLOS PEREIRA";"PROF LUIZ COMPANHEIRO";13136;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1967-07-22";"Casado(a)";"Professor de Ensino Superior";"Superior completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";433972010;"5346-14.2010.6.13.0000";"12.191.218/0001-50"
"LUIZ CARLOS PINHEIRO";"LUIZ CARLOS LOIA";15185;"APTO (Deferido)";"PMDB";15;0;0;"Deputado Estadual";"Masculino";"1962-11-27";"Casado(a)";"Vendedor de Comércio Varejista e Atacadista";"Ensino Fundamental completo";"Brasileira nata";"BORDA DA MATA / MG";;"Suplente";424132010;"4996-26.2010.6.13.0000";"12.177.431/0001-07"
"LUIZ CARLOS SILVA DA CUNHA";"LUIZ CARLOS";13121;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1962-10-25";"Solteiro(a)";"Servidor Público Estadual";"Superior completo";"Brasileira nata";"SAO PAULO / SP";;"Suplente";420752010;"4876-80.2010.6.13.0000";"12.177.393/0001-92"
"LUIZ CARNEIRO DE ABREU JÚNIOR";"LUIZINHO CARNEIRO";36888;"APTO (Deferido)";"PTC";36;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1963-10-13";"Divorciado(a)";"Administrador";"Superior completo";"Brasileira nata";"BURITIZEIRO / MG";;"Suplente";415522010;"4360-60.2010.6.13.0000";"12.177.377/0001-08"
"LUIZ CEZAR SOARES RICARDO";"CESAR RICARDO";70111;"APTO (Deferido)";"PT do B";70;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1960-05-03";"Casado(a)";"Empresário";"Superior completo";"Brasileira nata";"PEDRA DOURADA / MG";;"Suplente";416642010;"4472-29.2010.6.13.0000";"12.199.115/0001-36"
"LUIZ CLÁUDIO SOFAL";"SOFAL";45800;"APTO (Deferido)";"PSDB";45;"PSDB/DEM/PP";"PP / DEM / PSDB";"Deputado Estadual";"Masculino";"1969-10-31";"Casado(a)";"Veterinário";"Superior completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";417362010;"4518-18.2010.6.13.0000";"12.180.301/0001-23"
